Date,Open,High,Low,Close,Volume,Adj Close
2011-06-06,39.400002,40.400002,38.57,39.07,11771900,39.07
2011-05-31,40.66,40.740002,38.849998,39.66,12602800,39.66
2011-05-23,38.310001,40.099998,38.029999,39.709999,13997800,39.709999
2011-05-16,39.259998,40.029999,37.720001,39.470001,17198600,39.470001
2011-05-09,39.41,41.259998,38.119999,39.439999,23331700,39.439999
2011-05-02,44.990002,45.599998,38.50,38.869999,29137300,38.869999
2011-04-25,44.869999,45.349998,43.970001,45.150002,8600600,45.150002
2011-04-18,43.16,44.639999,42.50,44.57,9388100,44.57
2011-04-11,44.790001,44.880001,42.099998,43.709999,13532300,43.709999
2011-04-04,43.119999,45.200001,43.00,45.150002,10581600,45.150002
2011-03-28,41.439999,43.209999,41.32,43.169998,11067100,43.169998
2011-03-21,41.27,42.540001,40.950001,42.18,14069400,42.18
2011-03-14,40.630001,41.150002,39.150002,40.970001,21297300,40.970001
2011-03-07,42.75,42.830002,40.360001,40.689999,24154400,40.689999
2011-02-28,39.450001,42.419998,39.099998,42.330002,21575600,42.330002
2011-02-22,39.049999,40.599998,37.790001,39.68,37734900,39.68
2011-02-14,36.189999,36.77,35.209999,36.360001,14655800,36.360001
2011-02-07,37.209999,37.369999,35.869999,36.049999,13354000,36.049999
2011-01-31,37.279999,39.009998,37.16,37.34,16209400,37.34
2011-01-24,36.900002,37.709999,35.93,37.580002,14301100,37.580002
2011-01-18,38.490002,39.00,37.279999,37.509998,8523300,37.509998
2011-01-10,38.080002,39.27,37.799999,38.919998,6976100,38.919998
2011-01-03,39.34,39.48,37.18,37.669998,10197100,37.669998
2010-12-27,38.799999,39.25,37.959999,39.00,5190700,39.00
2010-12-20,37.900002,39.080002,37.419998,38.98,4821200,38.98
2010-12-13,38.25,38.360001,37.529999,37.810001,6069600,37.810001
2010-12-06,38.27,38.740002,37.380001,37.66,6850000,37.66
2010-11-29,36.23,38.389999,35.860001,38.310001,8836400,38.310001
2010-11-22,35.00,36.080002,34.549999,35.970001,7725400,35.970001
2010-11-15,36.849998,36.919998,34.610001,35.220001,13139600,35.220001
2010-11-08,37.43,38.060001,36.470001,36.470001,11633900,36.470001
2010-11-01,36.139999,37.650002,35.720001,37.650002,9712300,37.650002
2010-10-25,35.860001,35.98,34.790001,35.169998,6373900,35.169998
2010-10-18,35.599998,36.279999,34.560001,35.490002,9749500,35.490002
2010-10-11,35.849998,36.540001,35.189999,35.470001,6584500,35.470001
2010-10-04,35.720001,36.669998,35.330002,36.150002,10341100,36.150002
2010-09-27,33.599998,35.630001,32.939999,35.630001,10231800,35.630001
2010-09-20,32.759998,33.48,32.200001,33.400002,9091600,33.400002
2010-09-13,34.189999,34.389999,32.34,32.650002,8131700,32.650002
2010-09-07,32.799999,33.82,32.330002,33.77,8094200,33.77
2010-08-30,33.130001,33.52,31.84,33.09,10047400,33.09
2010-08-23,32.919998,33.57,31.50,33.57,11328200,33.57
2010-08-16,33.580002,34.279999,32.689999,32.950001,8467300,32.950001
2010-08-09,36.360001,36.540001,33.57,33.790001,7961400,33.790001
2010-08-02,36.18,37.150002,35.799999,36.200001,8330000,36.200001
2010-07-26,35.290001,35.52,33.990002,35.34,8851000,35.34
2010-07-19,34.470001,35.560001,33.91,35.389999,8806900,35.389999
2010-07-12,34.09,35.18,33.610001,34.16,8264800,34.16
2010-07-06,33.060001,34.509998,32.27,34.34,9015300,34.34
2010-06-28,35.34,35.380001,32.32,32.599998,9842800,32.599998
2010-06-21,35.970001,36.040001,33.939999,35.66,10224900,35.66
2010-06-14,34.720001,35.73,34.040001,35.41,9027900,35.41
2010-06-07,32.869999,35.00,32.450001,34.23,11391500,34.23
2010-06-01,33.650002,34.599998,32.52,32.68,14759100,32.68
2010-05-24,32.400002,34.509998,30.93,34.040001,16385600,34.040001
2010-05-17,34.450001,34.59,31.639999,32.27,25911400,32.27
2010-05-10,37.25,37.50,34.50,34.810001,17372300,34.810001
2010-05-03,41.299999,41.900002,35.849998,36.310001,19243000,36.310001
2010-04-26,40.84,41.580002,39.32,41.330002,10959600,41.330002
2010-04-19,39.68,40.959999,39.290001,40.950001,8837100,40.950001
2010-04-12,41.110001,41.959999,40.279999,40.599998,10828900,40.599998
2010-04-05,41.52,42.189999,40.810001,41.169998,7881700,41.169998
2010-03-29,39.32,41.290001,39.290001,41.240002,9937200,41.240002
2010-03-22,38.380001,39.830002,38.299999,38.830002,8329300,38.830002
2010-03-15,39.130001,40.400002,38.50,39.200001,11287900,39.200001
2010-03-08,40.009998,40.400002,39.220001,39.509998,10088300,39.509998
2010-03-01,39.049999,39.959999,38.02,39.849998,10450800,39.849998
2010-02-22,39.130001,39.23,37.529999,38.82,11138600,38.82
2010-02-16,37.200001,39.09,37.080002,39.09,14631000,39.09
2010-02-08,35.080002,37.720001,34.689999,36.310001,11974700,36.310001
2010-02-01,36.02,38.169998,34.07,35.209999,18658900,35.209999
2010-01-25,36.50,36.990002,35.50,35.639999,11781900,35.639999
2010-01-19,38.07,38.950001,36.32,36.34,12809600,36.34
2010-01-11,41.09,41.189999,38.279999,38.400002,11525900,38.400002
2010-01-04,40.040001,41.189999,39.869999,40.93,12213100,40.93
2009-12-28,38.939999,39.459999,38.50,39.279999,7409000,39.279999
2009-12-21,36.950001,38.240002,35.889999,38.200001,8489800,38.200001
2009-12-14,35.619999,37.259998,35.459999,36.66,13718500,36.66
2009-12-07,37.639999,38.080002,35.220001,35.48,16241900,35.48
2009-11-30,38.16,40.060001,37.950001,38.330002,13173100,38.330002
2009-11-23,40.16,40.509998,37.290001,38.50,12461200,38.50
2009-11-16,39.310001,41.00,38.950001,39.419998,12695100,39.419998
2009-11-09,40.369999,41.150002,38.68,39.119999,10947900,39.119999
2009-11-02,39.330002,41.439999,39.200001,39.700001,12676800,39.700001
2009-10-26,41.299999,41.700001,39.279999,39.32,13508900,39.32
2009-10-19,40.290001,41.919998,40.040001,40.91,14025400,40.91
2009-10-12,37.82,40.490002,37.560001,40.450001,14165000,40.450001
2009-10-05,35.450001,37.34,35.00,37.16,15018000,37.16
2009-09-28,34.00,36.549999,33.900002,35.869999,17857600,35.869999
2009-09-21,36.099998,37.040001,33.689999,34.00,17106900,34.00
2009-09-14,35.580002,37.84,35.490002,37.119999,9918900,37.119999
2009-09-08,36.470001,37.610001,35.630001,35.82,10819100,35.82
2009-08-31,36.57,36.950001,34.720001,35.130001,10237200,35.130001
2009-08-24,38.560001,38.799999,36.16,37.66,11406400,37.66
2009-08-17,35.310001,38.68,34.91,38.23,13367000,38.23
2009-08-10,37.900002,38.060001,35.860001,36.029999,9918100,36.029999
2009-08-03,37.93,38.439999,37.080002,37.650002,11792800,37.650002
2009-07-27,36.310001,37.09,33.360001,36.810001,13885600,36.810001
2009-07-20,34.720001,36.27,33.93,36.220001,10434500,36.220001
2009-07-13,32.060001,34.59,31.57,34.240002,14320800,34.240002
2009-07-06,34.66,35.060001,31.860001,32.380001,15215300,32.380001
2009-06-29,38.07,38.91,35.990002,36.049999,13695100,36.049999
2009-06-22,37.00,38.360001,36.080002,37.509998,12684800,37.509998
2009-06-15,39.029999,39.509998,37.560001,37.970001,14312600,37.970001
2009-06-08,37.380001,40.00,37.099998,39.43,11168800,39.43
2009-06-01,36.990002,38.099998,35.560001,37.400002,14116400,37.400002
2009-05-26,32.759998,36.419998,32.700001,36.400002,14580300,36.400002
2009-05-18,32.119999,34.080002,32.00,33.700001,11166900,33.700001
2009-05-11,32.23,33.169998,31.08,31.299999,13151100,31.299999
2009-05-04,29.959999,32.740002,29.93,32.490002,13934800,32.490002
2009-04-27,27.139999,30.059999,27.110001,29.620001,13182700,29.620001
2009-04-20,27.719999,29.00,26.280001,28.90,16449300,28.90
2009-04-13,29.10,30.57,28.57,29.450001,14323700,29.450001
2009-04-06,29.950001,30.799999,28.32,30.690001,15048300,30.690001
2009-03-30,29.719999,31.23,27.959999,30.93,19584400,30.93
2009-03-23,30.67,32.16,30.540001,30.75,20403300,30.75
2009-03-16,27.01,31.15,26.68,30.76,28748500,30.76
2009-03-09,27.99,29.559999,25.91,27.629999,30803300,27.629999
2009-03-02,25.540001,27.99,23.530001,27.99,31287400,27.99
2009-02-23,24.91,27.68,23.17,27.049999,37824100,27.049999
2009-02-17,24.309999,24.610001,22.74,24.35,43516600,24.35
2009-02-09,28.950001,29.370001,25.17,25.60,40585600,25.60
2009-02-02,28.440001,30.00,27.35,28.200001,36943400,28.200001
2009-01-26,32.380001,34.099998,28.59,29.219999,39354200,29.219999
2009-01-20,29.040001,33.00,28.42,32.330002,39902600,32.330002
2009-01-12,30.99,32.18,28.84,29.860001,42041600,29.860001
2009-01-05,35.759998,38.75,31.280001,32.369999,36428500,32.369999
2008-12-29,30.43,35.91,28.92,35.630001,32955500,35.630001
2008-12-22,32.84,33.139999,27.73,29.10,22499000,29.10
2008-12-15,40.119999,40.389999,31.93,33.060001,33810700,33.060001
2008-12-08,35.110001,39.82,34.07,38.099998,25640500,38.099998
